Year,Mineral,HS_Code,Flow,Country,Value_USD,Volume,Market_Share_Pct,Unit_Price,Country_Risk_Raw,Strategic_Vulnerability_Score,Anomaly_Flag,HHI_Risk_Score
2023-2024,LithiumCarbonate,28369100,Import,U S A,0.01,10.0,0.4329004329004329,0.001,3.8,0.16450216450216448,1,9240.72265625
2024-2025,LithiumCarbonate,28369100,Import,BELGIUM,0.0,1.0,0.0,0.0,5.5,0.0,1,9240.72265625
2024-2025,LithiumCarbonate,28369100,Import,CHINA P RP,1.23,129870.0,96.09375,9.471009471009471e-06,5.3,50.9296875,1,9240.72265625
2024-2025,LithiumCarbonate,28369100,Import,ESTONIA,0.01,500.0,0.78125,2e-05,5.5,0.4296875,1,9240.72265625
2024-2025,LithiumCarbonate,28369100,Import,FRANCE,0.0,1.0,,0.0,2.3,0.0,1,9240.72265625
2024-2025,LithiumCarbonate,28369100,Import,GERMANY,0.03,1070.0,2.34375,2.8037383177570094e-05,2.1,0.4921875,1,9240.72265625
2024-2025,LithiumCarbonate,28369100,Import,JAPAN,0.0,32.0,0.0,0.0,2.0,0.0,1,9240.72265625
2024-2025,LithiumCarbonate,28369100,Import,KOREA RP,0.0,1.0,0.0,0.0,2.8,0.0,1,9240.72265625
2024-2025,LithiumCarbonate,28369100,Import,NETHERLAND,0.0,1.0,,0.0,5.5,0.0,1,9240.72265625
2024-2025,LithiumCarbonate,28369100,Import,SPAIN,0.0,1.0,,0.0,5.5,0.0,1,9240.72265625
2024-2025,LithiumCarbonate,28369100,Import,U K,0.01,17.0,0.78125,0.0005882352941176471,2.9,0.2265625,1,9240.72265625
2024-2025,LithiumCarbonate,28369100,Import,U S A,0.0,7.0,0.0,0.0,3.8,0.0,1,9240.72265625
2018-2019,LithiumHydroxide,28252000,Import,BELGIUM,8.88,510002.0,28.092375830433408,1.7411696424719905e-05,5.5,15.450806706738373,1,2866.342037531149
2018-2019,LithiumHydroxide,28252000,Import,CANADA,0.0,1.0,0.0,0.0,1.5,0.0,1,2866.342037531149
2018-2019,LithiumHydroxide,28252000,Import,CHILE,0.0,1.0,,0.0,3.1,0.0,1,2866.342037531149
2018-2019,LithiumHydroxide,28252000,Import,CHINA P RP,15.85,936907.0,50.14236001265422,1.6917367465500846e-05,5.3,26.575450806706737,-1,2866.342037531149
2018-2019,LithiumHydroxide,28252000,Import,GERMANY,0.68,23269.0,2.151217968997153,2.922343031501139e-05,2.1,0.4517557734894022,1,2866.342037531149
2018-2019,LithiumHydroxide,28252000,Import,HONG KONG,0.0,35.0,0.0,0.0,3.5,0.0,1,2866.342037531149
2018-2019,LithiumHydroxide,28252000,Import,IRELAND,0.0,20.0,0.0,0.0,5.5,0.0,1,2866.342037531149
2018-2019,LithiumHydroxide,28252000,Import,JAPAN,0.37,20000.0,1.170515659601392,1.85e-05,2.0,0.23410313192027837,1,2866.342037531149
2018-2019,LithiumHydroxide,28252000,Import,JORDAN,0.0,1.0,,0.0,5.5,0.0,1,2866.342037531149
2018-2019,LithiumHydroxide,28252000,Import,NETHERLAND,0.41,25100.0,1.2970578930718126,1.633466135458167e-05,5.5,0.713381841189497,1,2866.342037531149
2018-2019,LithiumHydroxide,28252000,Import,RUSSIA,4.07,209000.0,12.875672255615312,1.9473684210526318e-05,6.7,8.62670041126226,1,2866.342037531149
2018-2019,LithiumHydroxide,28252000,Import,SINGAPORE,0.77,50014.0,2.4359379943056,1.5395689207022034e-05,2.3,0.5602657386902881,1,2866.342037531149
2018-2019,LithiumHydroxide,28252000,Import,SWITZERLAND,0.32,20000.0,1.012337867763366,1.6e-05,5.5,0.5567858272698514,1,2866.342037531149
2018-2019,LithiumHydroxide,28252000,Import,TAIWAN,0.0,425.0,0.0,0.0,5.5,0.0,1,2866.342037531149
2018-2019,LithiumHydroxide,28252000,Import,U K,0.01,736.0,0.0316355583676051,1.3586956521739131e-05,2.9,0.009174311926605479,1,2866.342037531149
2018-2019,LithiumHydroxide,28252000,Import,U S A,0.25,20009.0,0.7908889591901298,1.249437753011145e-05,3.8,0.3005378044922493,1,2866.342037531149
2019-2020,LithiumHydroxide,28252000,Import,BELGIUM,7.42,1.0,39.87103707684041,7.42,5.5,21.929070392262226,-1,2866.342037531149
2019-2020,LithiumHydroxide,28252000,Import,CANADA,0.0,1.0,0.0,0.0,1.5,0.0,1,2866.342037531149
2019-2020,LithiumHydroxide,28252000,Import,CHILE,0.37,1.0,1.9881783987103707,0.37,3.1,0.6163353036002149,1,2866.342037531149
2019-2020,LithiumHydroxide,28252000,Import,CHINA P RP,3.01,1.0,16.174099946265446,3.01,5.3,8.572272971520686,1,2866.342037531149
2019-2020,LithiumHydroxide,28252000,Import,GERMANY,0.5,1.0,2.686727565824825,0.5,2.1,0.5642127888232132,1,2866.342037531149
2019-2020,LithiumHydroxide,28252000,Import,HONG KONG,0.21,1.0,1.1284255776464267,0.21,3.5,0.39494895217624937,1,2866.342037531149
2019-2020,LithiumHydroxide,28252000,Import,IRELAND,0.0,1.0,,0.0,5.5,0.0,1,2866.342037531149
2019-2020,LithiumHydroxide,28252000,Import,JAPAN,0.52,1.0,2.7941966684578183,0.52,2.0,0.5588393336915637,1,2866.342037531149
2019-2020,LithiumHydroxide,28252000,Import,LATVIA,1.18,1.0,6.340677055346587,1.18,5.5,3.487372380440623,1,2866.342037531149
2019-2020,LithiumHydroxide,28252000,Import,NETHERLAND,0.06,1.0,0.322407307898979,0.06,5.5,0.17732401934443845,1,2866.342037531149
2019-2020,LithiumHydroxide,28252000,Import,RUSSIA,5.27,1.0,28.318108543793656,5.27,6.7,18.97313272434175,1,2866.342037531149
2019-2020,LithiumHydroxide,28252000,Import,SINGAPORE,0.0,1.0,,0.0,2.3,0.0,1,2866.342037531149
2019-2020,LithiumHydroxide,28252000,Import,SWITZERLAND,0.0,1.0,0.0,0.0,5.5,0.0,1,2866.342037531149
2019-2020,LithiumHydroxide,28252000,Import,TAIWAN,0.0,1.0,,0.0,5.5,0.0,1,2866.342037531149
2019-2020,LithiumHydroxide,28252000,Import,U ARAB EMTS,0.0,1.0,0.0,0.0,4.2,0.0,1,2866.342037531149
2019-2020,LithiumHydroxide,28252000,Import,U K,0.0,1.0,0.0,0.0,2.9,0.0,1,2866.342037531149
2019-2020,LithiumHydroxide,28252000,Import,U S A,0.07,1.0,0.3761418592154756,0.07,3.8,0.1429339065018807,1,2866.342037531149
2020-2021,LithiumHydroxide,28252000,Import,BELGIUM,1.88,1.0,11.311672683513835,1.88,5.5,6.221419975932609,1,2866.342037531149
2020-2021,LithiumHydroxide,28252000,Import,CANADA,0.0,1.0,,0.0,1.5,0.0,1,2866.342037531149
2020-2021,LithiumHydroxide,28252000,Import,CHILE,3.33,1.0,20.03610108303249,3.33,3.1,6.2111913357400725,1,2866.342037531149
2020-2021,LithiumHydroxide,28252000,Import,CHINA P RP,3.01,1.0,18.110709987966302,3.01,5.3,9.59867629362214,1,2866.342037531149
2020-2021,LithiumHydroxide,28252000,Import,CZECH REPUBLIC,0.04,1.0,0.2406738868832731,0.04,5.5,0.13237063778580022,1,2866.342037531149
2020-2021,LithiumHydroxide,28252000,Import,GERMANY,0.32,1.0,1.9253910950661852,0.32,2.1,0.4043321299638989,1,2866.342037531149
2020-2021,LithiumHydroxide,28252000,Import,HONG KONG,0.0,1.0,,0.0,3.5,0.0,1,2866.342037531149
2020-2021,LithiumHydroxide,28252000,Import,JAPAN,0.0,1.0,0.0,0.0,2.0,0.0,1,2866.342037531149
2020-2021,LithiumHydroxide,28252000,Import,LATVIA,2.41,1.0,14.500601684717209,2.41,5.5,7.975330926594465,1,2866.342037531149
2020-2021,LithiumHydroxide,28252000,Import,NETHERLAND,0.0,1.0,0.0,0.0,5.5,0.0,1,2866.342037531149
2020-2021,LithiumHydroxide,28252000,Import,RUSSIA,5.36,1.0,32.250300842358605,5.36,6.7,21.607701564380267,1,2866.342037531149
2020-2021,LithiumHydroxide,28252000,Import,SWITZERLAND,0.0,1.0,0.0,0.0,5.5,0.0,1,2866.342037531149
2020-2021,LithiumHydroxide,28252000,Import,U ARAB EMTS,0.13,1.0,0.7821901323706377,0.13,4.2,0.3285198555956679,1,2866.342037531149
2020-2021,LithiumHydroxide,28252000,Import,U K,0.14,1.0,0.842358604091456,0.14,2.9,0.24428399518652225,1,2866.342037531149
2020-2021,LithiumHydroxide,28252000,Import,U S A,0.0,1.0,0.0,0.0,3.8,0.0,1,2866.342037531149
2021-2022,LithiumHydroxide,28252000,Import,BELGIUM,5.75,1.0,19.83442566402208,5.75,5.5,10.908934115212144,1,2866.342037531149
2021-2022,LithiumHydroxide,28252000,Import,CHILE,0.0,1.0,,0.0,3.1,0.0,1,2866.342037531149
2021-2022,LithiumHydroxide,28252000,Import,CHINA P RP,2.06,1.0,7.1058985857192125,2.06,5.3,3.7661262504311828,1,2866.342037531149
2021-2022,LithiumHydroxide,28252000,Import,CZECH REPUBLIC,0.0,1.0,,0.0,5.5,0.0,1,2866.342037531149
2021-2022,LithiumHydroxide,28252000,Import,FRANCE,0.0,1.0,0.0,0.0,2.3,0.0,1,2866.342037531149
2021-2022,LithiumHydroxide,28252000,Import,GERMANY,0.27,1.0,0.9313556398758192,0.27,2.1,0.195584684373922,1,2866.342037531149
2021-2022,LithiumHydroxide,28252000,Import,JAPAN,0.0,1.0,,0.0,2.0,0.0,1,2866.342037531149
2021-2022,LithiumHydroxide,28252000,Import,LATVIA,1.62,1.0,5.588133839254915,1.62,5.5,3.0734736115902033,1,2866.342037531149
2021-2022,LithiumHydroxide,28252000,Import,NETHERLAND,0.0,1.0,,0.0,5.5,0.0,1,2866.342037531149
2021-2022,LithiumHydroxide,28252000,Import,RUSSIA,11.35,1.0,39.15143152811314,11.35,6.7,26.231459123835805,-1,2866.342037531149
2021-2022,LithiumHydroxide,28252000,Import,SINGAPORE,2.71,1.0,9.348051052086925,2.71,2.3,2.1500517419799925,1,2866.342037531149
2021-2022,LithiumHydroxide,28252000,Import,SWITZERLAND,0.0,1.0,,0.0,5.5,0.0,1,2866.342037531149
2021-2022,LithiumHydroxide,28252000,Import,U ARAB EMTS,4.29,1.0,14.798206278026903,4.29,4.2,6.215246636771299,1,2866.342037531149
2021-2022,LithiumHydroxide,28252000,Import,U K,0.93,1.0,3.2080027595722664,0.93,2.9,0.9303208002759572,1,2866.342037531149
2021-2022,LithiumHydroxide,28252000,Import,U S A,0.01,1.0,0.034494653328734,0.01,3.8,0.013107968264918918,1,2866.342037531149
2022-2023,LithiumHydroxide,28252000,Import,BELGIUM,34.45,1.0,50.19670697945505,34.45,5.5,27.60818883870028,-1,2866.342037531149
2022-2023,LithiumHydroxide,28252000,Import,CHINA P RP,4.05,1.0,5.901209383651464,4.05,5.3,3.127640973335276,1,2866.342037531149
2022-2023,LithiumHydroxide,28252000,Import,FRANCE,0.0,1.0,,0.0,2.3,0.0,1,2866.342037531149
2022-2023,LithiumHydroxide,28252000,Import,GERMANY,1.24,1.0,1.806790033513041,1.24,2.1,0.3794259070377386,1,2866.342037531149
2022-2023,LithiumHydroxide,28252000,Import,KENYA,0.06,1.0,0.0874253242022439,0.06,5.5,0.04808392831123415,1,2866.342037531149
2022-2023,LithiumHydroxide,28252000,Import,KOREA RP,0.86,1.0,1.2530963135654962,0.86,2.8,0.3508669677983389,1,2866.342037531149
2022-2023,LithiumHydroxide,28252000,Import,LATVIA,1.14,1.0,1.6610811598426345,1.14,5.5,0.913594637913449,1,2866.342037531149
2022-2023,LithiumHydroxide,28252000,Import,NETHERLAND,1.17,1.0,1.7047938219437564,1.17,5.5,0.9376366020690661,1,2866.342037531149
2022-2023,LithiumHydroxide,28252000,Import,RUSSIA,10.91,1.0,15.896838117441352,10.91,6.7,10.650881538685706,-1,2866.342037531149
2022-2023,LithiumHydroxide,28252000,Import,SINGAPORE,2.73,1.0,3.9778522512020986,2.73,2.3,0.9149060177764825,1,2866.342037531149
2022-2023,LithiumHydroxide,28252000,Import,U ARAB EMTS,11.19,1.0,16.30482296371849,11.19,4.2,6.8480256447617665,-1,2866.342037531149
2022-2023,LithiumHydroxide,28252000,Import,U K,0.19,1.0,0.2768468599737724,0.19,2.9,0.080285589392394,1,2866.342037531149
2022-2023,LithiumHydroxide,28252000,Import,U S A,0.64,1.0,0.932536791490602,0.64,3.8,0.3543639807664287,1,2866.342037531149
2023-2024,LithiumHydroxide,28252000,Import,BELGIUM,9.03,383925.0,30.15025041736227,2.3520218792732953e-05,5.5,16.582637729549248,1,2866.342037531149
2023-2024,LithiumHydroxide,28252000,Import,CHINA P RP,5.21,228290.0,17.395659432387312,2.2821849402076308e-05,5.3,9.219699499165275,1,2866.342037531149
2023-2024,LithiumHydroxide,28252000,Import,GERMANY,1.43,32149.0,4.774624373956595,4.4480388192478766e-05,2.1,1.002671118530885,1,2866.342037531149
2023-2024,LithiumHydroxide,28252000,Import,HONG KONG,0.61,20001.0,2.036727879799666,3.0498475076246187e-05,3.5,0.7128547579298831,1,2866.342037531149
2023-2024,LithiumHydroxide,28252000,Import,JAPAN,0.66,36009.0,2.2036727879799667,1.8328751145546948e-05,2.0,0.44073455759599334,1,2866.342037531149
2023-2024,LithiumHydroxide,28252000,Import,KENYA,0.0,1.0,,0.0,5.5,0.0,1,2866.342037531149
2023-2024,LithiumHydroxide,28252000,Import,KOREA RP,0.0,1.0,,0.0,2.8,0.0,1,2866.342037531149
2023-2024,LithiumHydroxide,28252000,Import,LATVIA,0.39,20000.0,1.302170283806344,1.95e-05,5.5,0.7161936560934892,1,2866.342037531149
2023-2024,LithiumHydroxide,28252000,Import,NETHERLAND,0.0,1.0,,0.0,5.5,0.0,1,2866.342037531149
2023-2024,LithiumHydroxide,28252000,Import,RUSSIA,9.27,304002.0,30.95158597662771,3.0493220439339215e-05,6.7,20.737562604340567,1,2866.342037531149
2023-2024,LithiumHydroxide,28252000,Import,SINGAPORE,0.0,1.0,,0.0,2.3,0.0,1,2866.342037531149
2023-2024,LithiumHydroxide,28252000,Import,TANZANIA REP,0.01,24000.0,0.0333889816360601,4.1666666666666667e-07,6.5,0.021702838063439065,1,2866.342037531149
2023-2024,LithiumHydroxide,28252000,Import,U ARAB EMTS,3.01,85065.0,10.050083472454087,3.5384705813201666e-05,4.2,4.221035058430717,1,2866.342037531149
2023-2024,LithiumHydroxide,28252000,Import,U K,0.0,127.0,0.0,0.0,2.9,0.0,1,2866.342037531149
2023-2024,LithiumHydroxide,28252000,Import,U S A,0.33,13938.0,1.1018363939899831,2.3676280671545418e-05,3.8,0.41869782971619357,1,2866.342037531149
2024-2025,LithiumHydroxide,28252000,Import,ARGENTINA,1.1,139212.0,4.7230571060541005,7.901617676637073e-06,4.0,1.8892228424216402,1,2866.342037531149
2024-2025,LithiumHydroxide,28252000,Import,AUSTRALIA,0.0,3.0,0.0,0.0,1.6,0.0,1,2866.342037531149
2024-2025,LithiumHydroxide,28252000,Import,BELGIUM,8.08,769000.0,34.69300128810649,1.0507152145643694e-05,5.5,19.08115070845857,1,2866.342037531149
2024-2025,LithiumHydroxide,28252000,Import,CHILE,0.87,80000.0,3.7355088020609695,1.0875e-05,3.1,1.1580077286389006,1,2866.342037531149
2024-2025,LithiumHydroxide,28252000,Import,CHINA P RP,9.16,720066.0,39.330184628595966,1.2721056125410726e-05,5.3,20.84499785315586,1,2866.342037531149
2024-2025,LithiumHydroxide,28252000,Import,GERMANY,0.85,30328.0,3.64963503649635,2.8026905829596413e-05,2.1,0.7664233576642335,1,2866.342037531149
2024-2025,LithiumHydroxide,28252000,Import,HONG KONG,0.0,1.0,,0.0,3.5,0.0,1,2866.342037531149
2024-2025,LithiumHydroxide,28252000,Import,JAPAN,0.4,37901.0,1.7174753112924004,1.0553811245085882e-05,2.0,0.3434950622584801,1,2866.342037531149
2024-2025,LithiumHydroxide,28252000,Import,KOREA RP,0.0,20.0,0.0,0.0,2.8,0.0,1,2866.342037531149
2024-2025,LithiumHydroxide,28252000,Import,LATVIA,0.0,1.0,,0.0,5.5,0.0,1,2866.342037531149
2024-2025,LithiumHydroxide,28252000,Import,RUSSIA,1.69,120000.0,7.256333190210391,1.4083333333333333e-05,6.7,4.861743237440963,1,2866.342037531149
2024-2025,LithiumHydroxide,28252000,Import,TANZANIA REP,0.0,1.0,,0.0,6.5,0.0,1,2866.342037531149
2024-2025,LithiumHydroxide,28252000,Import,U ARAB EMTS,0.07,6000.0,0.3005581794761701,1.1666666666666668e-05,4.2,0.12623443537999143,1,2866.342037531149
2024-2025,LithiumHydroxide,28252000,Import,U K,0.57,50000.0,2.44740231859167,1.14e-05,2.9,0.7097466723915842,1,2866.342037531149
2024-2025,LithiumHydroxide,28252000,Import,U S A,0.5,37779.0,2.1468441391155,1.3234865930808121e-05,3.8,0.81580077286389,1,2866.342037531149
2018-2019,Lithium (Carbonate),28369100,Import,ARGENTINA,0.42,26000.0,2.7149321266968323,1.6153846153846154e-05,4.0,1.085972850678733,1,2110.7518382157905
2018-2019,Lithium (Carbonate),28369100,Import,AUSTRIA,0.32,8500.0,2.068519715578539,3.7647058823529415e-05,5.5,1.1376858435681965,1,2110.7518382157905
2018-2019,Lithium (Carbonate),28369100,Import,BELGIUM,2.42,229200.0,15.6431803490627,1.0558464223385689e-05,5.5,8.603749191984486,1,2110.7518382157905
2018-2019,Lithium (Carbonate),28369100,Import,CHILE,3.99,238000.0,25.791855203619917,1.6764705882352943e-05,3.1,7.995475113122174,1,2110.7518382157905
2018-2019,Lithium (Carbonate),28369100,Import,CHINA P RP,2.02,172033.0,13.05753070458953,1.1741933233740038e-05,5.3,6.920491273432451,1,2110.7518382157905
2018-2019,Lithium (Carbonate),28369100,Import,FRANCE,0.06,110000.0,0.387847446670976,5.454545454545454e-07,2.3,0.08920491273432447,1,2110.7518382157905
2018-2019,Lithium (Carbonate),28369100,Import,GERMANY,0.0,147.0,0.0,0.0,2.1,0.0,1,2110.7518382157905
2018-2019,Lithium (Carbonate),28369100,Import,IRELAND,0.24,440000.0,1.551389786683904,5.454545454545454e-07,5.5,0.8532643826761472,1,2110.7518382157905
2018-2019,Lithium (Carbonate),28369100,Import,ITALY,0.03,1400.0,0.193923723335488,2.1428571428571428e-05,3.6,0.06981254040077568,1,2110.7518382157905
2018-2019,Lithium (Carbonate),28369100,Import,JAPAN,0.0,1.0,,0.0,2.0,0.0,1,2110.7518382157905
2018-2019,Lithium (Carbonate),28369100,Import,SINGAPORE,0.13,3531.0,0.8403361344537815,3.6816765788728404e-05,2.3,0.19327731092436973,1,2110.7518382157905
2018-2019,Lithium (Carbonate),28369100,Import,SLOVENIA,0.6,14500.0,3.87847446670976,4.1379310344827587e-05,5.5,2.133160956690368,1,2110.7518382157905
2018-2019,Lithium (Carbonate),28369100,Import,U K,0.38,160002.0,2.456367162249516,2.374970312871089e-06,2.9,0.7123464770523595,1,2110.7518382157905
2018-2019,Lithium (Carbonate),28369100,Import,U S A,4.86,130411.0,31.41564318034906,3.7266794978951164e-05,3.8,11.937944408532642,-1,2110.7518382157905
2019-2020,Lithium (Carbonate),28369100,Import,ARGENTINA,0.65,56000.0,5.798394290811775,1.1607142857142857e-05,4.0,2.31935771632471,1,2110.7518382157905
2019-2020,Lithium (Carbonate),28369100,Import,AUSTRIA,0.0,1.0,,0.0,5.5,0.0,1,2110.7518382157905
2019-2020,Lithium (Carbonate),28369100,Import,BELGIUM,2.46,206150.0,21.944692239072257,1.1933058452583071e-05,5.5,12.06958073148974,1,2110.7518382157905
2019-2020,Lithium (Carbonate),28369100,Import,CHILE,1.32,95000.0,11.775200713648529,1.3894736842105263e-05,3.1,3.6503122212310437,1,2110.7518382157905
2019-2020,Lithium (Carbonate),28369100,Import,CHINA P RP,0.64,57000.0,5.709188224799286,1.1228070175438597e-05,5.3,3.0258697591436214,1,2110.7518382157905
2019-2020,Lithium (Carbonate),28369100,Import,FRANCE,0.0,1.0,,0.0,2.3,0.0,1,2110.7518382157905
2019-2020,Lithium (Carbonate),28369100,Import,GERMANY,0.01,262.0,0.0892060660124888,3.816793893129771e-05,2.1,0.01873327386262265,1,2110.7518382157905
2019-2020,Lithium (Carbonate),28369100,Import,IRELAND,0.05,100000.0,0.4460303300624442,5e-07,5.5,0.2453166815343443,1,2110.7518382157905
2019-2020,Lithium (Carbonate),28369100,Import,ITALY,0.02,1400.0,0.1784121320249777,1.4285714285714285e-05,3.6,0.06422836752899197,1,2110.7518382157905
2019-2020,Lithium (Carbonate),28369100,Import,JAPAN,0.18,12020.0,1.6057091882247994,1.497504159733777e-05,2.0,0.32114183764495985,1,2110.7518382157905
2019-2020,Lithium (Carbonate),28369100,Import,MALAYSIA,0.02,200.0,0.1784121320249777,0.0001,4.5,0.08028545941123996,1,2110.7518382157905
2019-2020,Lithium (Carbonate),28369100,Import,NETHERLAND,0.2,400000.0,1.784121320249777,5e-07,5.5,0.9812667261373773,1,2110.7518382157905
2019-2020,Lithium (Carbonate),28369100,Import,RUSSIA,0.0,2.0,0.0,0.0,6.7,0.0,1,2110.7518382157905
2019-2020,Lithium (Carbonate),28369100,Import,SINGAPORE,0.84,22803.0,7.493309545049062,3.6837258255492695e-05,2.3,1.7234611953612842,1,2110.7518382157905
2019-2020,Lithium (Carbonate),28369100,Import,SLOVENIA,0.63,15000.0,5.619982158786797,4.2e-05,5.5,3.0909901873327383,1,2110.7518382157905
2019-2020,Lithium (Carbonate),28369100,Import,U K,0.21,20008.0,1.8733273862622652,1.0495801679328269e-05,2.9,0.5432649420160569,1,2110.7518382157905
2019-2020,Lithium (Carbonate),28369100,Import,U S A,3.98,133268.0,35.50401427297056,2.9864633670498544e-05,3.8,13.491525423728811,1,2110.7518382157905
2020-2021,Lithium (Carbonate),28369100,Import,ARGENTINA,0.34,60000.0,3.9719626168224296,5.666666666666667e-06,4.0,1.588785046728972,1,2110.7518382157905
2020-2021,Lithium (Carbonate),28369100,Import,AUSTRIA,0.12,2950.0,1.4018691588785044,4.067796610169491e-05,5.5,0.7710280373831775,1,2110.7518382157905
2020-2021,Lithium (Carbonate),28369100,Import,BELGIUM,1.74,266401.0,20.32710280373832,6.531507013862561e-06,5.5,11.179906542056077,1,2110.7518382157905
2020-2021,Lithium (Carbonate),28369100,Import,CANADA,0.05,9000.0,0.5841121495327103,5.555555555555556e-06,1.5,0.08761682242990654,1,2110.7518382157905
2020-2021,Lithium (Carbonate),28369100,Import,CHILE,0.63,71200.0,7.359813084112149,8.848314606741573e-06,3.1,2.2815420560747666,1,2110.7518382157905
2020-2021,Lithium (Carbonate),28369100,Import,CHINA P RP,0.37,56805.0,4.322429906542056,6.513511134583223e-06,5.3,2.29088785046729,1,2110.7518382157905
2020-2021,Lithium (Carbonate),28369100,Import,GERMANY,0.65,120002.0,7.593457943925233,5.4165763903934935e-06,2.1,1.594626168224299,1,2110.7518382157905
2020-2021,Lithium (Carbonate),28369100,Import,IRELAND,0.22,400000.0,2.570093457943925,5.5e-07,5.5,1.4135514018691588,1,2110.7518382157905
2020-2021,Lithium (Carbonate),28369100,Import,ITALY,0.01,600.0,0.116822429906542,1.6666666666666667e-05,3.6,0.042056074766355124,1,2110.7518382157905
2020-2021,Lithium (Carbonate),28369100,Import,JAPAN,0.0,40.0,0.0,0.0,2.0,0.0,1,2110.7518382157905
2020-2021,Lithium (Carbonate),28369100,Import,MALAYSIA,0.0,1.0,,0.0,4.5,0.0,1,2110.7518382157905
2020-2021,Lithium (Carbonate),28369100,Import,NETHERLAND,0.06,100200.0,0.7009345794392522,5.988023952095808e-07,5.5,0.38551401869158874,1,2110.7518382157905
2020-2021,Lithium (Carbonate),28369100,Import,RUSSIA,0.0,1.0,,0.0,6.7,0.0,1,2110.7518382157905
2020-2021,Lithium (Carbonate),28369100,Import,SINGAPORE,0.77,21000.0,8.995327102803738,3.6666666666666666e-05,2.3,2.0689252336448596,1,2110.7518382157905
2020-2021,Lithium (Carbonate),28369100,Import,SLOVENIA,0.0,1.0,,0.0,5.5,0.0,1,2110.7518382157905
2020-2021,Lithium (Carbonate),28369100,Import,U K,0.08,13086.0,0.9345794392523364,6.1134036374751645e-06,2.9,0.2710280373831776,1,2110.7518382157905
2020-2021,Lithium (Carbonate),28369100,Import,U S A,3.52,121805.0,41.1214953271028,2.8898649480727392e-05,3.8,15.626168224299061,1,2110.7518382157905
2021-2022,Lithium (Carbonate),28369100,Import,ARGENTINA,0.41,40000.0,4.7180667433832,1.025e-05,4.0,1.8872266973532799,1,2110.7518382157905
2021-2022,Lithium (Carbonate),28369100,Import,AUSTRIA,0.46,10000.0,5.293440736478712,4.6e-05,5.5,2.9113924050632916,1,2110.7518382157905
2021-2022,Lithium (Carbonate),28369100,Import,BELGIUM,3.45,510000.0,39.70080552359034,6.7647058823529414e-06,5.5,21.835443037974688,1,2110.7518382157905
2021-2022,Lithium (Carbonate),28369100,Import,CANADA,0.19,4000.0,2.186421173762946,4.75e-05,1.5,0.32796317606444186,1,2110.7518382157905
2021-2022,Lithium (Carbonate),28369100,Import,CHILE,0.28,38300.0,3.222094361334868,7.3107049608355094e-06,3.1,0.9988492520138091,1,2110.7518382157905
2021-2022,Lithium (Carbonate),28369100,Import,CHINA P RP,0.35,23800.0,4.027617951668584,1.4705882352941175e-05,5.3,2.1346375143843495,1,2110.7518382157905
2021-2022,Lithium (Carbonate),28369100,Import,GERMANY,0.37,46205.0,4.25776754890679,8.007791364570934e-06,2.1,0.8941311852704258,1,2110.7518382157905
2021-2022,Lithium (Carbonate),28369100,Import,IRELAND,0.17,300000.0,1.9562715765247407,5.666666666666667e-07,5.5,1.0759493670886076,1,2110.7518382157905
2021-2022,Lithium (Carbonate),28369100,Import,ITALY,0.02,800.0,0.2301495972382048,2.5e-05,3.6,0.08285385500575373,1,2110.7518382157905
2021-2022,Lithium (Carbonate),28369100,Import,JAPAN,0.0,1.0,,0.0,2.0,0.0,1,2110.7518382157905
2021-2022,Lithium (Carbonate),28369100,Import,NETHERLAND,0.11,200000.0,1.2658227848101269,5.5e-07,5.5,0.6962025316455698,1,2110.7518382157905
2021-2022,Lithium (Carbonate),28369100,Import,SINGAPORE,0.18,5000.0,2.0713463751438432,3.6e-05,2.3,0.47640966628308395,1,2110.7518382157905
2021-2022,Lithium (Carbonate),28369100,Import,SLOVENIA,0.46,10000.0,5.293440736478712,4.6e-05,5.5,2.9113924050632916,1,2110.7518382157905
2021-2022,Lithium (Carbonate),28369100,Import,U K,0.17,20000.0,1.9562715765247407,8.5e-06,2.9,0.5673187571921747,1,2110.7518382157905
2021-2022,Lithium (Carbonate),28369100,Import,U S A,2.07,33902.0,23.8204833141542,6.105834464043419e-05,3.8,9.051783659378597,1,2110.7518382157905
2022-2023,Lithium (Carbonate),28369100,Import,ARGENTINA,1.48,43000.0,6.654676258992804,3.441860465116279e-05,4.0,2.6618705035971217,1,2110.7518382157905
2022-2023,Lithium (Carbonate),28369100,Import,AUSTRIA,0.0,1.0,,0.0,5.5,0.0,1,2110.7518382157905
2022-2023,Lithium (Carbonate),28369100,Import,BELGIUM,11.89,227000.0,53.46223021582733,5.2378854625550666e-05,5.5,29.404226618705035,-1,2110.7518382157905
2022-2023,Lithium (Carbonate),28369100,Import,BRAZIL,0.0,50.0,0.0,0.0,5.7,0.0,1,2110.7518382157905
2022-2023,Lithium (Carbonate),28369100,Import,CANADA,0.0,1.0,,0.0,1.5,0.0,1,2110.7518382157905
2022-2023,Lithium (Carbonate),28369100,Import,CHILE,0.28,3600.0,1.2589928057553956,7.777777777777778e-05,3.1,0.3902877697841727,1,2110.7518382157905
2022-2023,Lithium (Carbonate),28369100,Import,CHINA P RP,0.0,14.0,0.0,0.0,5.3,0.0,1,2110.7518382157905
2022-2023,Lithium (Carbonate),28369100,Import,GERMANY,0.74,23080.0,3.327338129496402,3.206239168110918e-05,2.1,0.6987410071942445,1,2110.7518382157905
