Year,Mineral,HS_Code,Flow,Country,Value_USD,Volume,Market_Share_Pct,Unit_Price,Country_Risk_Raw,Strategic_Vulnerability_Score,Anomaly_Flag,HHI_Risk_Score
2024-2025,Graphite-ArtificialGraphite,38011000,Import,CHINA P RP,43.82,61004759.0,74.95723571672939,7.183046162021556e-07,5.3,39.72733492986657,-1,5703.2022386890185
2024-2025,Graphite-ArtificialGraphite,38011000,Import,DENMARK,0.0,1.0,,0.0,5.5,0.0,1,5703.2022386890185
2024-2025,Graphite-ArtificialGraphite,38011000,Import,FRANCE,1.01,197962.0,1.7276770441327405,5.101989270668108e-06,2.3,0.3973657201505303,1,5703.2022386890185
2024-2025,Graphite-ArtificialGraphite,38011000,Import,GERMANY,2.48,862276.0,4.242216900444749,2.876109273596853e-06,2.1,0.8908655490933974,1,5703.2022386890185
2024-2025,Graphite-ArtificialGraphite,38011000,Import,HONG KONG,0.22,304346.0,0.376325692781389,7.22861480026023e-07,3.5,0.13171399247348614,1,5703.2022386890185
2024-2025,Graphite-ArtificialGraphite,38011000,Import,ITALY,0.5,118432.0,0.8552856654122476,4.221831937314239e-06,3.6,0.30790283954840914,1,5703.2022386890185
2024-2025,Graphite-ArtificialGraphite,38011000,Import,JAPAN,4.18,563916.0,7.15018816284639,7.412451499868775e-06,2.0,1.4300376325692779,-1,5703.2022386890185
2024-2025,Graphite-ArtificialGraphite,38011000,Import,KOREA RP,0.49,52839.0,0.8381799521040028,9.273453320464052e-06,2.8,0.23469038658912073,1,5703.2022386890185
2024-2025,Graphite-ArtificialGraphite,38011000,Import,MALAYSIA,0.56,1195917.0,0.9579199452617174,4.6825992104803266e-07,4.5,0.43106397536777286,1,5703.2022386890185
2024-2025,Graphite-ArtificialGraphite,38011000,Import,NETHERLAND,0.5,139228.0,0.8552856654122476,3.5912316488062746e-06,5.5,0.4704071159767362,1,5703.2022386890185
2024-2025,Graphite-ArtificialGraphite,38011000,Import,NORWAY,0.16,143809.0,0.2736914129319192,1.112586833925554e-06,1.1,0.030106055422511113,1,5703.2022386890185
2024-2025,Graphite-ArtificialGraphite,38011000,Import,OMAN,0.04,81920.0,0.0684228532329798,4.8828125e-07,5.5,0.03763256927813889,1,5703.2022386890185
2024-2025,Graphite-ArtificialGraphite,38011000,Import,SINGAPORE,0.59,184588.0,1.009237085186452,3.196307452272087e-06,2.3,0.23212452959288393,1,5703.2022386890185
2024-2025,Graphite-ArtificialGraphite,38011000,Import,SOUTH AFRICA,0.91,1200000.0,1.5566199110502907,7.583333333333333e-07,6.0,0.9339719466301745,1,5703.2022386890185
2024-2025,Graphite-ArtificialGraphite,38011000,Import,SPAIN,0.0,63.0,0.0,0.0,5.5,0.0,1,5703.2022386890185
2024-2025,Graphite-ArtificialGraphite,38011000,Import,SWEDEN,0.43,107163.0,0.7355456722545329,4.012578968487258e-06,1.8,0.13239822100581594,1,5703.2022386890185
2024-2025,Graphite-ArtificialGraphite,38011000,Import,SWITZERLAND,0.01,3218.0,0.0171057133082449,3.107520198881293e-06,5.5,0.009408142319534695,1,5703.2022386890185
2024-2025,Graphite-ArtificialGraphite,38011000,Import,TAIWAN,0.12,20140061.0,0.2052685596989394,5.958273909895308e-09,5.5,0.11289770783441666,1,5703.2022386890185
2024-2025,Graphite-ArtificialGraphite,38011000,Import,THAILAND,0.23,32105.0,0.3934314060896339,7.1639931474848156e-06,5.8,0.22819021553198765,1,5703.2022386890185
2024-2025,Graphite-ArtificialGraphite,38011000,Import,TURKEY,0.02,3154.0,0.0342114266164899,6.341154090044388e-06,6.2,0.021211084502223736,1,5703.2022386890185
2024-2025,Graphite-ArtificialGraphite,38011000,Import,U ARAB EMTS,0.05,217200.0,0.0855285665412247,2.3020257826887662e-07,4.2,0.03592199794731438,1,5703.2022386890185
2024-2025,Graphite-ArtificialGraphite,38011000,Import,U K,0.14,159043.0,0.2394799863154293,8.802650855429036e-07,2.9,0.0694491960314745,1,5703.2022386890185
2024-2025,Graphite-ArtificialGraphite,38011000,Import,U S A,1.23,92767.0,2.104002736914129,1.3259025299945024e-05,3.8,0.7995210400273691,1,5703.2022386890185
2024-2025,Graphite-ArtificialGraphite,38011000,Import,VIETNAM SOC REP,0.32,44521.0,0.5473828258638385,7.187619325711462e-06,5.2,0.284639069449196,1,5703.2022386890185
2018-2019,Graphite-NaturalGraphite,25041010,Import,AUSTRIA,0.0,1.0,,0.0,5.5,0.0,1,1733.6976293535479
2018-2019,Graphite-NaturalGraphite,25041010,Import,BELGIUM,0.03,39701.0,0.4120879120879121,7.556484723306717e-07,5.5,0.22664835164835168,1,1733.6976293535479
2018-2019,Graphite-NaturalGraphite,25041010,Import,BRAZIL,0.8,775000.0,10.98901098901099,1.0322580645161291e-06,5.7,6.263736263736265,1,1733.6976293535479
2018-2019,Graphite-NaturalGraphite,25041010,Import,CANADA,0.02,5850.0,0.2747252747252747,3.418803418803419e-06,1.5,0.04120879120879121,1,1733.6976293535479
2018-2019,Graphite-NaturalGraphite,25041010,Import,CHINA P RP,4.54,5736310.0,62.362637362637365,7.914495555505195e-07,5.3,33.0521978021978,-1,1733.6976293535479
2018-2019,Graphite-NaturalGraphite,25041010,Import,CZECH REPUBLIC,0.0,1.0,,0.0,5.5,0.0,1,1733.6976293535479
2018-2019,Graphite-NaturalGraphite,25041010,Import,DENMARK,0.0,1.0,,0.0,5.5,0.0,1,1733.6976293535479
2018-2019,Graphite-NaturalGraphite,25041010,Import,FRANCE,0.02,2287.0,0.2747252747252747,8.745080891998251e-06,2.3,0.06318681318681317,1,1733.6976293535479
2018-2019,Graphite-NaturalGraphite,25041010,Import,GERMANY,0.4,53580.0,5.494505494505495,7.465472191116089e-06,2.1,1.153846153846154,1,1733.6976293535479
2018-2019,Graphite-NaturalGraphite,25041010,Import,JAPAN,0.05,9310.0,0.6868131868131869,5.370569280343717e-06,2.0,0.13736263736263737,1,1733.6976293535479
2018-2019,Graphite-NaturalGraphite,25041010,Import,MADAGASCAR,1.28,1316000.0,17.582417582417584,9.72644376899696e-07,6.6,11.604395604395604,1,1733.6976293535479
2018-2019,Graphite-NaturalGraphite,25041010,Import,MOZAMBIQUE,0.02,20000.0,0.2747252747252747,1e-06,7.8,0.21428571428571425,1,1733.6976293535479
2018-2019,Graphite-NaturalGraphite,25041010,Import,NETHERLAND,0.0,1.0,,0.0,5.5,0.0,1,1733.6976293535479
2018-2019,Graphite-NaturalGraphite,25041010,Import,SRI LANKA DSR,0.0,1.0,,0.0,5.5,0.0,1,1733.6976293535479
2018-2019,Graphite-NaturalGraphite,25041010,Import,U K,0.09,91600.0,1.2362637362637363,9.82532751091703e-07,2.9,0.3585164835164835,1,1733.6976293535479
2018-2019,Graphite-NaturalGraphite,25041010,Import,U S A,0.03,9156.0,0.4120879120879121,3.27653997378768e-06,3.8,0.1565934065934066,1,1733.6976293535479
2019-2020,Graphite-NaturalGraphite,25041010,Import,AUSTRALIA,0.05,112000.0,0.8305647840531563,4.4642857142857147e-07,1.6,0.13289036544850502,1,1733.6976293535479
2019-2020,Graphite-NaturalGraphite,25041010,Import,BELGIUM,0.01,1250.0,0.1661129568106312,8e-06,5.5,0.09136212624584716,1,1733.6976293535479
2019-2020,Graphite-NaturalGraphite,25041010,Import,BRAZIL,0.67,640000.0,11.129568106312291,1.046875e-06,5.7,6.343853820598006,1,1733.6976293535479
2019-2020,Graphite-NaturalGraphite,25041010,Import,CANADA,0.06,17550.0,0.9966777408637874,3.4188034188034185e-06,1.5,0.14950166112956811,1,1733.6976293535479
2019-2020,Graphite-NaturalGraphite,25041010,Import,CHINA P RP,2.55,3849950.0,42.35880398671096,6.623462642371978e-07,5.3,22.450166112956808,1,1733.6976293535479
2019-2020,Graphite-NaturalGraphite,25041010,Import,FRANCE,0.03,2472.0,0.4983388704318937,1.2135922330097087e-05,2.3,0.11461794019933554,1,1733.6976293535479
2019-2020,Graphite-NaturalGraphite,25041010,Import,GERMANY,0.37,71047.0,6.146179401993355,5.207820175376863e-06,2.1,1.2906976744186047,1,1733.6976293535479
2019-2020,Graphite-NaturalGraphite,25041010,Import,ITALY,0.0,1814.0,0.0,0.0,3.6,0.0,1,1733.6976293535479
2019-2020,Graphite-NaturalGraphite,25041010,Import,JAPAN,0.03,5910.0,0.4983388704318937,5.076142131979695e-06,2.0,0.09966777408637874,1,1733.6976293535479
2019-2020,Graphite-NaturalGraphite,25041010,Import,MADAGASCAR,2.1,2812130.0,34.88372093023256,7.467649077389737e-07,6.6,23.02325581395349,1,1733.6976293535479
2019-2020,Graphite-NaturalGraphite,25041010,Import,MOZAMBIQUE,0.04,60000.0,0.6644518272425248,6.666666666666667e-07,7.8,0.5182724252491694,1,1733.6976293535479
2019-2020,Graphite-NaturalGraphite,25041010,Import,U K,0.02,12000.0,0.3322259136212624,1.6666666666666667e-06,2.9,0.0963455149501661,1,1733.6976293535479
2019-2020,Graphite-NaturalGraphite,25041010,Import,U S A,0.09,37263.0,1.4950166112956809,2.4152644714596246e-06,3.8,0.5681063122923586,1,1733.6976293535479
2020-2021,Graphite-NaturalGraphite,25041010,Import,AUSTRALIA,0.0,1.0,,0.0,1.6,0.0,1,1733.6976293535479
2020-2021,Graphite-NaturalGraphite,25041010,Import,AUSTRIA,0.02,12820.0,0.2522068095838587,1.5600624024960999e-06,5.5,0.1387137452711223,1,1733.6976293535479
2020-2021,Graphite-NaturalGraphite,25041010,Import,BELGIUM,0.01,1260.0,0.1261034047919293,7.936507936507936e-06,5.5,0.06935687263556112,1,1733.6976293535479
2020-2021,Graphite-NaturalGraphite,25041010,Import,BRAZIL,0.08,80000.0,1.008827238335435,1e-06,5.7,0.575031525851198,1,1733.6976293535479
2020-2021,Graphite-NaturalGraphite,25041010,Import,CANADA,0.07,17550.0,0.8827238335435058,3.988603988603989e-06,1.5,0.13240857503152587,1,1733.6976293535479
2020-2021,Graphite-NaturalGraphite,25041010,Import,CHINA P RP,2.4,3592110.0,30.26481715006305,6.681309870800171e-07,5.3,16.040353089533415,1,1733.6976293535479
2020-2021,Graphite-NaturalGraphite,25041010,Import,FRANCE,0.0,1.0,,0.0,2.3,0.0,1,1733.6976293535479
2020-2021,Graphite-NaturalGraphite,25041010,Import,GERMANY,0.42,84879.0,5.296343001261034,4.948220407874739e-06,2.1,1.1122320302648172,1,1733.6976293535479
2020-2021,Graphite-NaturalGraphite,25041010,Import,ITALY,0.01,4536.0,0.1261034047919293,2.2045855379188715e-06,3.6,0.045397225725094546,1,1733.6976293535479
2020-2021,Graphite-NaturalGraphite,25041010,Import,JAPAN,0.04,12000.0,0.5044136191677175,3.3333333333333333e-06,2.0,0.1008827238335435,1,1733.6976293535479
2020-2021,Graphite-NaturalGraphite,25041010,Import,MADAGASCAR,3.44,4555750.0,43.37957124842371,7.550897217801679e-07,6.6,28.630517023959648,-1,1733.6976293535479
2020-2021,Graphite-NaturalGraphite,25041010,Import,MOZAMBIQUE,0.15,254397.0,1.8915510718789408,5.896295946886166e-07,7.8,1.4754098360655736,1,1733.6976293535479
2020-2021,Graphite-NaturalGraphite,25041010,Import,SWITZERLAND,0.0,1.0,0.0,0.0,5.5,0.0,1,1733.6976293535479
2020-2021,Graphite-NaturalGraphite,25041010,Import,U K,0.04,32000.0,0.5044136191677175,1.25e-06,2.9,0.14627994955863807,1,1733.6976293535479
2020-2021,Graphite-NaturalGraphite,25041010,Import,U S A,0.05,17668.0,0.630517023959647,2.8299750962191536e-06,3.8,0.23959646910466587,1,1733.6976293535479
2020-2021,Graphite-NaturalGraphite,25041010,Import,UKRAINE,0.01,7000.0,0.1261034047919293,1.4285714285714286e-06,5.5,0.06935687263556112,1,1733.6976293535479
2020-2021,Graphite-NaturalGraphite,25041010,Import,VIETNAM SOC REP,1.19,2838000.0,15.006305170239594,4.1930937279774485e-07,5.2,7.80327868852459,1,1733.6976293535479
2021-2022,Graphite-NaturalGraphite,25041010,Import,AUSTRIA,0.06,59200.0,0.7168458781362007,1.0135135135135134e-06,5.5,0.3942652329749104,1,1733.6976293535479
2021-2022,Graphite-NaturalGraphite,25041010,Import,BELGIUM,0.03,9800.0,0.3584229390681003,3.061224489795918e-06,5.5,0.19713261648745517,1,1733.6976293535479
2021-2022,Graphite-NaturalGraphite,25041010,Import,BRAZIL,0.23,252000.0,2.747909199522103,9.126984126984128e-07,5.7,1.5663082437275988,1,1733.6976293535479
2021-2022,Graphite-NaturalGraphite,25041010,Import,CANADA,0.08,21060.0,0.9557945041816012,3.798670465337132e-06,1.5,0.14336917562724016,1,1733.6976293535479
2021-2022,Graphite-NaturalGraphite,25041010,Import,CHINA P RP,2.83,2532105.0,33.81123058542414,1.1176471749789208e-06,5.3,17.919952210274793,1,1733.6976293535479
2021-2022,Graphite-NaturalGraphite,25041010,Import,GERMANY,0.47,113755.0,5.615292712066906,4.131686519273878e-06,2.1,1.1792114695340503,1,1733.6976293535479
2021-2022,Graphite-NaturalGraphite,25041010,Import,ITALY,0.04,16329.0,0.4778972520908005,2.449629493539102e-06,3.6,0.17204301075268819,1,1733.6976293535479
2021-2022,Graphite-NaturalGraphite,25041010,Import,JAPAN,0.19,36940.0,2.2700119474313025,5.1434759068760155e-06,2.0,0.4540023894862605,1,1733.6976293535479
2021-2022,Graphite-NaturalGraphite,25041010,Import,KOREA RP,0.0,50.0,0.0,0.0,2.8,0.0,1,1733.6976293535479
2021-2022,Graphite-NaturalGraphite,25041010,Import,MADAGASCAR,4.31,6011000.0,51.49342891278376,7.170187988687406e-07,6.6,33.985663082437284,-1,1733.6976293535479
2021-2022,Graphite-NaturalGraphite,25041010,Import,MOZAMBIQUE,0.0,1.0,,0.0,7.8,0.0,1,1733.6976293535479
2021-2022,Graphite-NaturalGraphite,25041010,Import,NETHERLAND,0.03,8400.0,0.3584229390681003,3.5714285714285714e-06,5.5,0.19713261648745517,1,1733.6976293535479
2021-2022,Graphite-NaturalGraphite,25041010,Import,NORWAY,0.0,200.0,0.0,0.0,1.1,0.0,1,1733.6976293535479
2021-2022,Graphite-NaturalGraphite,25041010,Import,SWEDEN,0.01,2160.0,0.1194743130227001,4.6296296296296296e-06,1.8,0.02150537634408602,1,1733.6976293535479
2021-2022,Graphite-NaturalGraphite,25041010,Import,SWITZERLAND,0.0,1.0,,0.0,5.5,0.0,1,1733.6976293535479
2021-2022,Graphite-NaturalGraphite,25041010,Import,U K,0.01,4576.0,0.1194743130227001,2.1853146853146853e-06,2.9,0.03464755077658303,1,1733.6976293535479
2021-2022,Graphite-NaturalGraphite,25041010,Import,U S A,0.08,25919.0,0.9557945041816012,3.0865388325166866e-06,3.8,0.36320191158900844,1,1733.6976293535479
2021-2022,Graphite-NaturalGraphite,25041010,Import,UKRAINE,0.0,1.0,,0.0,5.5,0.0,1,1733.6976293535479
2021-2022,Graphite-NaturalGraphite,25041010,Import,VIETNAM SOC REP,0.0,1.0,,0.0,5.2,0.0,1,1733.6976293535479
2022-2023,Graphite-NaturalGraphite,25041010,Import,AUSTRIA,0.03,20000.0,0.4048582995951417,1.5e-06,5.5,0.22267206477732793,1,1733.6976293535479
2022-2023,Graphite-NaturalGraphite,25041010,Import,BELGIUM,0.0,1.0,,0.0,5.5,0.0,1,1733.6976293535479
2022-2023,Graphite-NaturalGraphite,25041010,Import,BRAZIL,0.0,1.0,,0.0,5.7,0.0,1,1733.6976293535479
2022-2023,Graphite-NaturalGraphite,25041010,Import,CANADA,0.05,11940.0,0.6747638326585697,4.187604690117253e-06,1.5,0.10121457489878545,1,1733.6976293535479
2022-2023,Graphite-NaturalGraphite,25041010,Import,CHINA P RP,3.4,3672740.0,45.88394062078273,9.257393662497209e-07,5.3,24.318488529014846,-1,1733.6976293535479
2022-2023,Graphite-NaturalGraphite,25041010,Import,GERMANY,0.57,122740.0,7.6923076923076925,4.6439628482972135e-06,2.1,1.6153846153846154,1,1733.6976293535479
2022-2023,Graphite-NaturalGraphite,25041010,Import,HONG KONG,0.0,25.0,0.0,0.0,3.5,0.0,1,1733.6976293535479
2022-2023,Graphite-NaturalGraphite,25041010,Import,ITALY,0.0,1.0,,0.0,3.6,0.0,1,1733.6976293535479
2022-2023,Graphite-NaturalGraphite,25041010,Import,JAPAN,0.15,39565.0,2.0242914979757085,3.791229622140781e-06,2.0,0.4048582995951417,1,1733.6976293535479
2022-2023,Graphite-NaturalGraphite,25041010,Import,KOREA RP,0.0,540.0,0.0,0.0,2.8,0.0,1,1733.6976293535479
2022-2023,Graphite-NaturalGraphite,25041010,Import,MADAGASCAR,2.61,3477000.0,35.22267206477733,7.506471095772217e-07,6.6,23.246963562753034,1,1733.6976293535479
2022-2023,Graphite-NaturalGraphite,25041010,Import,MEXICO,0.02,9072.0,0.2699055330634278,2.2045855379188715e-06,5.8,0.1565452091767881,1,1733.6976293535479
2022-2023,Graphite-NaturalGraphite,25041010,Import,MOZAMBIQUE,0.24,203056.0,3.238866396761133,1.1819399574501614e-06,7.8,2.526315789473684,1,1733.6976293535479
2022-2023,Graphite-NaturalGraphite,25041010,Import,NETHERLAND,0.0,1.0,,0.0,5.5,0.0,1,1733.6976293535479
2022-2023,Graphite-NaturalGraphite,25041010,Import,NORWAY,0.0,1.0,,0.0,1.1,0.0,1,1733.6976293535479
2022-2023,Graphite-NaturalGraphite,25041010,Import,SOUTH AFRICA,0.0,6.0,0.0,0.0,6.0,0.0,1,1733.6976293535479
2022-2023,Graphite-NaturalGraphite,25041010,Import,SWEDEN,0.01,2700.0,0.1349527665317139,3.7037037037037037e-06,1.8,0.024291497975708502,1,1733.6976293535479
2022-2023,Graphite-NaturalGraphite,25041010,Import,TANZANIA REP,0.2,250000.0,2.6990553306342786,8.000000000000001e-07,6.5,1.7543859649122813,1,1733.6976293535479
2022-2023,Graphite-NaturalGraphite,25041010,Import,U K,0.03,16500.0,0.4048582995951417,1.818181818181818e-06,2.9,0.11740890688259109,1,1733.6976293535479
2022-2023,Graphite-NaturalGraphite,25041010,Import,U S A,0.1,33118.0,1.3495276653171393,3.0195060088169576e-06,3.8,0.512820512820513,1,1733.6976293535479
2023-2024,Graphite-NaturalGraphite,25041010,Import,AUSTRIA,0.01,7000.0,0.136986301369863,1.4285714285714286e-06,5.5,0.07534246575342465,1,1733.6976293535479
2023-2024,Graphite-NaturalGraphite,25041010,Import,CANADA,0.04,9945.0,0.547945205479452,4.022121669180493e-06,1.5,0.0821917808219178,1,1733.6976293535479
2023-2024,Graphite-NaturalGraphite,25041010,Import,CHINA P RP,3.71,4133300.0,50.821917808219176,8.975878837732562e-07,5.3,26.935616438356163,-1,1733.6976293535479
2023-2024,Graphite-NaturalGraphite,25041010,Import,GERMANY,0.11,17595.0,1.5068493150684932,6.25177607274794e-06,2.1,0.3164383561643836,1,1733.6976293535479
2023-2024,Graphite-NaturalGraphite,25041010,Import,HONG KONG,0.0,1.0,,0.0,3.5,0.0,1,1733.6976293535479
2023-2024,Graphite-NaturalGraphite,25041010,Import,ITALY,0.0,495.0,0.0,0.0,3.6,0.0,1,1733.6976293535479
2023-2024,Graphite-NaturalGraphite,25041010,Import,JAPAN,0.39,24140.0,5.342465753424658,1.615575807787904e-05,2.0,1.0684931506849316,1,1733.6976293535479
2023-2024,Graphite-NaturalGraphite,25041010,Import,KOREA RP,0.0,1.0,,0.0,2.8,0.0,1,1733.6976293535479
2023-2024,Graphite-NaturalGraphite,25041010,Import,MADAGASCAR,2.3,2948650.0,31.506849315068493,7.800179743272345e-07,6.6,20.794520547945204,1,1733.6976293535479
2023-2024,Graphite-NaturalGraphite,25041010,Import,MEXICO,0.0,1.0,,0.0,5.8,0.0,1,1733.6976293535479
2023-2024,Graphite-NaturalGraphite,25041010,Import,MOZAMBIQUE,0.08,120544.0,1.095890410958904,6.636580833554552e-07,7.8,0.854794520547945,1,1733.6976293535479
2023-2024,Graphite-NaturalGraphite,25041010,Import,SINGAPORE,0.04,80000.0,0.547945205479452,5e-07,2.3,0.12602739726027395,1,1733.6976293535479
2023-2024,Graphite-NaturalGraphite,25041010,Import,SOUTH AFRICA,0.0,1.0,,0.0,6.0,0.0,1,1733.6976293535479
2023-2024,Graphite-NaturalGraphite,25041010,Import,SWEDEN,0.01,1080.0,0.136986301369863,9.259259259259259e-06,1.8,0.024657534246575342,1,1733.6976293535479
2023-2024,Graphite-NaturalGraphite,25041010,Import,TANZANIA REP,0.02,48000.0,0.273972602739726,4.1666666666666667e-07,6.5,0.1780821917808219,1,1733.6976293535479
2023-2024,Graphite-NaturalGraphite,25041010,Import,U ARAB EMTS,0.07,75500.0,0.9589041095890412,9.271523178807948e-07,4.2,0.40273972602739727,1,1733.6976293535479
2023-2024,Graphite-NaturalGraphite,25041010,Import,U K,0.03,16000.0,0.410958904109589,1.8749999999999998e-06,2.9,0.1191780821917808,1,1733.6976293535479
2023-2024,Graphite-NaturalGraphite,25041010,Import,U S A,0.15,42535.0,2.054794520547945,3.526507581991301e-06,3.8,0.780821917808219,1,1733.6976293535479
2023-2024,Graphite-NaturalGraphite,25041010,Import,UKRAINE,0.0,150.0,0.0,0.0,5.5,0.0,1,1733.6976293535479
2023-2024,Graphite-NaturalGraphite,25041010,Import,VIETNAM SOC REP,0.34,674000.0,4.657534246575342,5.044510385756677e-07,5.2,2.4219178082191783,1,1733.6976293535479
2024-2025,Graphite-NaturalGraphite,25041010,Import,AUSTRIA,0.07,37000.0,0.6357856494096277,1.891891891891892e-06,5.5,0.34968210717529524,1,1733.6976293535479
2024-2025,Graphite-NaturalGraphite,25041010,Import,CANADA,0.86,623475.0,7.811080835603996,1.3793656521913469e-06,1.5,1.1716621253405994,1,1733.6976293535479
2024-2025,Graphite-NaturalGraphite,25041010,Import,CHINA P RP,0.03,22207.0,0.2724795640326975,1.3509253838879632e-06,5.3,0.14441416893732967,1,1733.6976293535479
2024-2025,Graphite-NaturalGraphite,25041010,Import,GERMANY,1.46,456183.0,13.260672116257949,3.2004699868254627e-06,2.1,2.784741144414169,-1,1733.6976293535479
2024-2025,Graphite-NaturalGraphite,25041010,Import,ITALY,0.0,907.0,0.0,0.0,3.6,0.0,1,1733.6976293535479
2024-2025,Graphite-NaturalGraphite,25041010,Import,JAPAN,0.38,25340.0,3.451407811080836,1.499605367008682e-05,2.0,0.6902815622161672,1,1733.6976293535479
2024-2025,Graphite-NaturalGraphite,25041010,Import,KOREA RP,0.05,56500.0,0.4541326067211626,8.849557522123894e-07,2.8,0.12715712988192554,1,1733.6976293535479
2024-2025,Graphite-NaturalGraphite,25041010,Import,MADAGASCAR,2.54,3275000.0,23.06993642143506,7.755725190839694e-07,6.6,15.226158038147139,1,1733.6976293535479
2024-2025,Graphite-NaturalGraphite,25041010,Import,MALAYSIA,0.7,888000.0,6.357856494096276,7.882882882882882e-07,4.5,2.861035422343324,1,1733.6976293535479
2024-2025,Graphite-NaturalGraphite,25041010,Import,MOZAMBIQUE,2.82,10170945.0,25.61307901907357,2.7726037256125166e-07,7.8,19.978201634877387,1,1733.6976293535479
2024-2025,Graphite-NaturalGraphite,25041010,Import,SINGAPORE,0.0,1.0,,0.0,2.3,0.0,1,1733.6976293535479
2024-2025,Graphite-NaturalGraphite,25041010,Import,SRI LANKA DSR,0.02,6000.0,0.181653042688465,3.3333333333333333e-06,5.5,0.09990917347865574,1,1733.6976293535479
2024-2025,Graphite-NaturalGraphite,25041010,Import,SWEDEN,0.0,1.0,,0.0,1.8,0.0,1,1733.6976293535479
2024-2025,Graphite-NaturalGraphite,25041010,Import,SWITZERLAND,0.0,51.0,0.0,0.0,5.5,0.0,1,1733.6976293535479
2024-2025,Graphite-NaturalGraphite,25041010,Import,TANZANIA REP,1.75,3422456.0,15.894641235240693,5.113287066364038e-07,6.5,10.331516802906451,-1,1733.6976293535479
2024-2025,Graphite-NaturalGraphite,25041010,Import,U ARAB EMTS,0.03,264520.0,0.2724795640326975,1.1341297444427643e-07,4.2,0.11444141689373297,1,1733.6976293535479
2024-2025,Graphite-NaturalGraphite,25041010,Import,U K,0.06,39000.0,0.544959128065395,1.5384615384615385e-06,2.9,0.15803814713896455,1,1733.6976293535479
2024-2025,Graphite-NaturalGraphite,25041010,Import,U S A,0.15,48000.0,1.3623978201634876,3.1249999999999997e-06,3.8,0.5177111716621253,1,1733.6976293535479
2024-2025,Graphite-NaturalGraphite,25041010,Import,UKRAINE,0.0,1.0,,0.0,5.5,0.0,1,1733.6976293535479
2024-2025,Graphite-NaturalGraphite,25041010,Import,VIETNAM SOC REP,0.09,168000.0,0.8174386920980926,5.357142857142857e-07,5.2,0.4250681198910081,1,1733.6976293535479
2018-2019,Graphite,25041010,Import,AUSTRIA,0.0,1.0,,0.0,5.5,0.0,1,3635.27866391443
2018-2019,Graphite,25041010,Import,BELGIUM,0.03,39701.0,0.4120879120879121,7.556484723306717e-07,5.5,0.22664835164835168,1,3635.27866391443
2018-2019,Graphite,25041010,Import,BRAZIL,0.8,775000.0,10.98901098901099,1.0322580645161291e-06,5.7,6.263736263736265,1,3635.27866391443
2018-2019,Graphite,25041010,Import,CANADA,0.02,5850.0,0.2747252747252747,3.418803418803419e-06,1.5,0.04120879120879121,1,3635.27866391443
2018-2019,Graphite,25041010,Import,CHINA P RP,4.54,5736310.0,62.362637362637365,7.914495555505195e-07,5.3,33.0521978021978,-1,3635.27866391443
2018-2019,Graphite,25041010,Import,CZECH REPUBLIC,0.0,1.0,,0.0,5.5,0.0,1,3635.27866391443
2018-2019,Graphite,25041010,Import,DENMARK,0.0,1.0,,0.0,5.5,0.0,1,3635.27866391443
2018-2019,Graphite,25041010,Import,FRANCE,0.02,2287.0,0.2747252747252747,8.745080891998251e-06,2.3,0.06318681318681317,1,3635.27866391443
2018-2019,Graphite,25041010,Import,GERMANY,0.4,53580.0,5.494505494505495,7.465472191116089e-06,2.1,1.153846153846154,1,3635.27866391443
2018-2019,Graphite,25041010,Import,JAPAN,0.05,9310.0,0.6868131868131869,5.370569280343717e-06,2.0,0.13736263736263737,1,3635.27866391443
2018-2019,Graphite,25041010,Import,MADAGASCAR,1.28,1316000.0,17.582417582417584,9.72644376899696e-07,6.6,11.604395604395604,-1,3635.27866391443
2018-2019,Graphite,25041010,Import,MOZAMBIQUE,0.02,20000.0,0.2747252747252747,1e-06,7.8,0.21428571428571425,1,3635.27866391443
2018-2019,Graphite,25041010,Import,NETHERLAND,0.0,1.0,,0.0,5.5,0.0,1,3635.27866391443
2018-2019,Graphite,25041010,Import,SRI LANKA DSR,0.0,1.0,,0.0,5.5,0.0,1,3635.27866391443
2018-2019,Graphite,25041010,Import,U K,0.09,91600.0,1.2362637362637363,9.82532751091703e-07,2.9,0.3585164835164835,1,3635.27866391443
2018-2019,Graphite,25041010,Import,U S A,0.03,9156.0,0.4120879120879121,3.27653997378768e-06,3.8,0.1565934065934066,1,3635.27866391443
2019-2020,Graphite,25041010,Import,AUSTRALIA,0.05,112000.0,0.8305647840531563,4.4642857142857147e-07,1.6,0.13289036544850502,1,3635.27866391443
2019-2020,Graphite,25041010,Import,BELGIUM,0.01,1250.0,0.1661129568106312,8e-06,5.5,0.09136212624584716,1,3635.27866391443
2019-2020,Graphite,25041010,Import,BRAZIL,0.67,640000.0,11.129568106312291,1.046875e-06,5.7,6.343853820598006,1,3635.27866391443
2019-2020,Graphite,25041010,Import,CANADA,0.06,17550.0,0.9966777408637874,3.4188034188034185e-06,1.5,0.14950166112956811,1,3635.27866391443
2019-2020,Graphite,25041010,Import,CHINA P RP,2.55,3849950.0,42.35880398671096,6.623462642371978e-07,5.3,22.450166112956808,1,3635.27866391443
2019-2020,Graphite,25041010,Import,FRANCE,0.03,2472.0,0.4983388704318937,1.2135922330097087e-05,2.3,0.11461794019933554,1,3635.27866391443
2019-2020,Graphite,25041010,Import,GERMANY,0.37,71047.0,6.146179401993355,5.207820175376863e-06,2.1,1.2906976744186047,1,3635.27866391443
